name,gender,date_of_birth,age,height,international,team,team_foundation,position,aerial_duels,aerial_duels_lost,aerial_duels_won,appearances,attempts_from_set_pieces,away_goals,backward_passes,clean_sheets,corners_won,duels,duels_lost,duels_won,fifty_fifty,forward_passes,foul_attempted_tackle,foul_won_penalty,games_played,goal_assists,goals,goals_conceded,goals_conceded_inside_box,goals_conceded_outside_box,goals_from_inside_box,goals_from_outside_box,ground_duels,ground_duels_lost,ground_duels_won,handballs_conceded,headed_goals,hit_woodwork,home_goals,interceptions,left_foot_goals,offsides,own_goal_scored,penalties_conceded,penalties_off_target,penalties_saved,penalty_goals,penalty_goals_conceded,red_cards_2nd_yellow,right_foot_goals,rightside_passes,saves_from_penalty,saves_made,set_pieces_goals,shots_off_target_inc_woodwork,shots_on_target_inc_goals,straight_red_cards,substitute_off,substitute_on,successful_corners_into_box,successful_crosses_corners,successful_dribbles,successful_fifty_fifty,successful_long_passes,successful_short_passes,tackles_lost,tackles_won,team_games_played,through_balls,time_played,times_tackled,total_clearances,total_fouls_conceded,total_fouls_won,total_passes,total_red_cards,total_shots,total_tackles,touches,unsuccessful_corners_into_box,unsuccessful_dribbles,unsuccessful_long_passes,unsuccessful_passes_opposition_half,unsuccessful_passes_own_half,unsuccessful_short_passes,winning_goal,yellow_cards
Boulaye Dia,M,1996-11-16,26,180,FALSE,Villarreal CF,1923-03-10,Forward,67,36,31,25,0,0,85,2,11,154,91,63,48,39,8,0,25,5,5,9,8,1,5,0,87,55,32,1,1,1,5,5,1,7,0,0,0,0,0,1,0,3,85,0,0,0,11,11,0,10,12,0,0,11,28,3,186,2,6,38,1,1266,31,3,23,13,251,0,22,8,422,0,10,2,50,13,60,2,3
Brais Méndez,M,1997-01-07,26,187,FALSE,RC Celta,1923-08-23,Midfielder,96,50,46,37,3,1,309,8,15,470,269,201,104,453,58,0,37,5,4,33,30,3,4,0,374,219,155,2,0,1,3,37,3,9,0,0,0,0,0,3,0,1,256,0,0,0,19,17,0,16,1,1,7,34,61,74,1099,33,35,38,13,3036,85,28,75,54,1461,0,36,68,2134,1,36,37,249,73,251,1,8
Brian Oliván,M,1994-04-01,28,177,FALSE,RCD Mallorca,1916-03-06,Defender,58,37,21,28,1,0,114,6,15,155,87,68,48,383,10,1,28,0,1,39,32,7,1,0,97,50,47,1,0,0,1,28,1,4,0,1,0,0,0,3,0,0,227,0,0,0,8,8,0,2,4,2,14,7,25,47,469,13,20,38,1,2188,10,57,31,7,757,0,16,33,1256,4,3,124,222,78,117,0,7
Bryan Gil,M,2001-02-11,21,175,FALSE,Valencia CF,1919-03-18,Forward,9,7,2,13,0,0,49,1,5,110,59,51,14,62,9,0,13,1,0,7,6,1,0,0,101,52,49,1,0,0,0,1,0,7,0,0,0,0,0,2,0,0,50,0,0,0,5,2,0,7,4,3,7,17,5,6,137,5,8,38,3,755,29,3,13,20,191,0,7,13,422,10,18,7,77,8,41,0,3
Carles Aleñá,M,1998-01-05,25,180,FALSE,Getafe CF,1983-03-30,Midfielder,38,25,13,33,0,0,170,4,14,253,159,94,65,208,32,0,33,2,1,20,19,1,1,0,215,134,81,5,0,0,1,15,1,1,0,0,0,0,0,2,0,0,224,0,0,0,17,14,1,23,3,5,13,17,26,44,624,8,19,38,2,2339,50,10,50,37,820,1,31,27,1179,5,18,32,150,33,120,0,6
Carlo García,M,2001-02-12,21,181,FALSE,Villarreal CF,1923-03-10,Midfielder,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,38,0,6,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0
Carlos Akapo Martínez,M,1993-03-12,29,179,TRUE,Cadiz CF,1910-09-10,Defender,69,32,37,25,0,0,109,5,5,202,85,117,71,259,14,0,25,0,0,27,25,2,0,0,133,53,80,4,0,0,0,51,0,2,0,1,0,0,0,7,0,0,55,0,0,0,7,1,0,7,4,0,14,12,40,20,465,12,31,38,1,1847,18,55,23,25,645,0,8,43,1145,0,9,42,125,66,118,0,4
Carlos Bacca,M,1986-09-08,36,181,TRUE,Granada CF,1931-01-01,Forward,24,16,8,17,0,0,20,0,2,57,30,27,15,19,2,1,17,1,0,9,9,0,0,0,33,14,19,0,0,1,0,1,0,5,0,0,0,0,0,1,0,0,44,0,0,0,4,2,0,3,13,0,0,7,8,2,59,0,4,38,1,508,8,4,3,8,93,0,6,4,168,0,4,2,29,7,30,0,3
Carlos Clerc,M,1992-02-21,30,182,FALSE,Levante UD,1909-09-07,Defender,32,17,15,19,0,0,98,2,13,156,67,89,33,302,13,0,19,0,0,37,32,5,0,0,124,50,74,1,0,0,0,26,0,0,0,0,0,0,0,2,0,0,238,0,0,0,1,0,0,5,1,0,7,23,17,23,505,18,17,38,1,1517,16,28,23,18,682,0,1,35,1084,1,10,55,144,50,99,0,6
Carlos Neva,M,1996-06-12,26,174,FALSE,Granada CF,1931-01-01,Defender,51,31,20,26,0,0,129,5,15,146,64,82,39,293,4,0,26,0,0,36,31,5,0,0,95,33,62,2,0,0,0,32,0,0,0,0,0,0,0,5,0,0,180,0,0,0,4,1,0,9,2,0,20,9,20,23,434,12,19,38,0,2115,15,58,8,22,633,0,5,31,1256,0,7,73,158,82,103,0,1
Carlos Soler,M,1997-01-02,26,180,FALSE,Valencia CF,1919-03-18,Midfielder,29,17,12,32,6,4,142,6,11,202,96,106,53,288,13,0,32,5,11,33,27,6,11,0,173,79,94,0,1,1,7,14,0,2,0,0,0,0,7,3,0,10,189,0,0,0,15,21,0,13,4,27,43,19,26,54,560,10,19,38,3,2480,32,25,21,46,825,0,36,29,1307,50,19,70,278,37,141,1,4
Carlos Henrique Casimiro,M,1992-02-23,30,185,TRUE,Real Madrid,1902-03-06,Midfielder,152,51,101,32,1,0,246,8,7,397,160,237,84,541,33,1,32,3,1,23,22,1,1,0,245,109,136,3,1,1,1,38,0,4,0,0,0,0,0,3,0,0,564,0,0,0,19,9,0,9,1,0,4,19,40,175,1513,28,51,38,9,2575,22,59,54,38,1962,0,28,79,2448,0,8,55,189,98,219,1,11
Cheikh Kane Sarr,M,2000-04-21,22,190,FALSE,Granada CF,1931-01-01,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezequiel Ávila,M,1994-02-06,28,172,FALSE,CA Osasuna,1920-11-17,Forward,123,71,52,36,4,2,92,0,20,272,147,125,40,153,11,0,36,1,6,22,20,2,5,1,149,76,73,4,1,2,4,13,2,13,0,1,0,0,1,2,1,3,81,0,0,0,34,16,0,20,14,2,23,18,16,21,257,10,7,38,2,1873,36,14,31,40,463,1,50,17,864,1,14,35,217,24,150,2,7
Claudio Bravo,M,1983-04-13,39,184,TRUE,Real Betis,1907-09-12,Goalkeeper,7,1,6,17,0,0,0,5,0,9,2,7,0,303,1,0,17,0,0,19,18,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,51,0,39,0,0,0,0,1,0,0,0,0,0,120,161,0,0,38,0,1457,0,14,1,1,451,0,0,0,572,0,0,167,147,23,3,0,2
Clément Grenier,M,1991-01-07,32,186,FALSE,RCD Mallorca,1916-03-06,Midfielder,3,2,1,5,0,1,7,0,0,7,6,1,2,13,2,0,5,0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0,5,0,0,0,1,0,29,0,0,38,0,56,2,1,2,0,39,0,1,0,48,1,1,3,9,3,7,0,1
Clément Lenglet,M,1995-06-17,27,186,FALSE,FC Barcelona,1899-11-29,Defender,41,25,16,21,0,0,33,1,0,93,52,41,17,265,8,0,21,1,0,12,11,1,0,0,52,27,25,0,0,0,0,13,0,0,0,1,0,0,0,1,0,0,317,0,0,0,0,1,0,2,14,0,0,1,9,48,692,9,11,38,2,818,3,19,19,4,813,0,1,20,905,0,1,32,51,23,41,0,4
Jorge Andújar Moreno,M,1987-04-26,35,182,FALSE,Levante UD,1909-09-07,Defender,8,4,4,6,0,1,3,0,1,19,9,10,1,29,2,0,6,0,1,2,2,0,1,0,11,5,6,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,1,0,1,5,0,0,2,1,5,41,1,2,38,0,114,1,7,4,1,57,0,1,3,90,0,1,1,6,5,10,0,1
José Ángel Valdés Díaz,M,1989-09-05,33,182,FALSE,CA Osasuna,1920-11-17,Defender,16,6,10,23,0,1,70,1,8,106,51,55,13,287,5,0,23,1,1,20,20,0,0,1,90,45,45,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,210,0,0,0,3,3,1,7,11,0,14,20,7,72,405,7,13,38,0,1084,30,20,10,5,606,1,6,20,952,0,9,62,128,33,67,0,2
Cristhian Mosquera,M,2004-06-27,18,188,FALSE,Valencia CF,1919-03-18,Defender,4,3,1,6,0,0,6,0,0,14,9,5,6,23,2,0,6,0,0,5,5,0,0,0,10,6,4,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,34,0,0,0,1,0,0,2,3,0,0,0,5,7,58,2,2,38,0,209,0,1,4,0,76,0,1,4,91,0,0,4,8,3,7,0,1
Cristian Tello,M,1991-08-11,31,178,TRUE,Real Betis,1907-09-12,Forward,10,5,5,23,2,1,86,0,13,99,62,37,21,67,7,0,23,2,2,14,13,1,0,2,89,57,32,0,0,0,1,10,1,4,0,0,0,0,0,1,0,1,160,0,0,0,8,9,0,3,18,0,4,10,12,12,255,6,11,38,0,807,30,6,9,5,342,0,17,17,519,2,17,7,65,22,68,0,2
Cristo Romero,M,2000-04-30,22,173,FALSE,Real Sociedad,1909-09-07,Defender,1,1,0,1,0,0,2,0,0,4,4,0,0,2,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,2,0,0,0,6,0,0,38,0,16,2,0,1,0,7,0,1,0,14,0,2,1,1,0,0,0,0
Damián Suárez,M,1988-04-27,34,172,FALSE,Getafe CF,1983-03-30,Defender,54,29,25,35,2,0,138,9,5,310,163,147,67,478,25,0,35,3,0,28,27,1,0,0,256,134,122,2,0,1,0,31,0,1,0,0,0,0,0,2,0,0,43,0,0,0,9,4,0,12,4,5,37,15,32,77,662,27,47,38,1,2720,41,27,46,33,1041,0,13,74,1868,15,27,118,325,70,184,0,13
Daniel Alves da Silva,M,1983-05-06,39,172,TRUE,FC Barcelona,1899-11-29,Defender,17,8,9,14,0,0,139,4,9,110,53,57,19,283,16,0,14,3,1,10,10,0,1,0,93,45,48,0,0,0,1,11,0,0,0,1,0,0,0,1,0,1,130,0,0,0,3,2,1,6,1,7,23,12,10,39,767,11,19,38,6,1103,6,8,27,6,916,1,5,30,1207,22,0,35,132,30,75,0,2
Dani Ceballos,M,1996-08-07,26,179,FALSE,Real Madrid,1902-03-06,Midfielder,0,0,0,11,1,0,27,1,1,33,14,19,14,80,3,0,11,0,0,2,2,0,0,0,33,14,19,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,77,0,0,0,2,4,0,1,9,0,0,5,5,11,228,2,5,38,2,267,7,1,3,7,260,0,6,7,332,0,6,5,17,5,16,0,1
Daniel García Carrillo,M,1990-05-24,32,180,FALSE,Athletic Club,1898-12-31,Midfielder,68,34,34,32,0,0,136,3,3,216,121,95,47,371,31,0,32,0,0,22,21,1,0,0,148,87,61,0,0,1,0,24,0,1,0,0,0,0,0,2,0,0,289,0,0,0,6,2,0,21,5,0,1,4,25,67,735,14,22,38,2,2190,11,38,44,22,1027,0,8,36,1248,0,2,80,177,51,145,0,9
Daniel Gómez Alcón,M,1998-07-30,24,178,FALSE,Levante UD,1909-09-07,Forward,34,30,4,28,0,1,70,0,11,154,105,49,50,32,6,1,28,2,4,28,24,4,4,0,120,75,45,2,1,1,3,3,0,11,0,0,0,0,0,4,0,3,39,0,0,0,8,14,0,12,17,0,1,18,17,3,149,3,4,38,2,1060,52,5,18,20,188,0,22,7,418,0,28,3,35,5,33,0,1
Daniel Raba Antolín,M,1995-10-29,27,184,FALSE,Granada CF,1931-01-01,Forward,0,0,0,2,0,0,1,0,0,8,5,3,2,1,1,0,2,0,0,1,0,1,0,0,8,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,2,38,1,24,3,0,1,1,3,0,0,2,13,0,0,1,1,0,0,0,0
Daniel José Rodríguez Vázquez,M,1988-06-06,34,178,FALSE,RCD Mallorca,1916-03-06,Midfielder,99,59,40,36,3,1,209,7,20,493,272,221,108,282,33,0,36,3,3,43,37,6,3,0,394,213,181,4,2,0,2,20,1,3,0,0,0,0,0,3,0,0,220,0,0,0,14,10,0,13,3,5,12,60,49,29,667,22,31,38,11,2838,121,19,65,69,886,0,24,53,1553,10,40,29,195,38,161,1,7
Daniel Vivian,M,1999-07-05,23,183,FALSE,Athletic Club,1898-12-31,Defender,83,53,30,24,0,0,48,7,5,172,86,86,22,362,9,0,24,1,2,23,22,1,2,0,89,33,56,0,2,0,2,26,0,1,0,0,0,0,0,2,0,0,231,0,0,0,7,8,0,1,2,0,0,4,10,90,696,11,21,38,0,1985,7,107,19,20,944,0,15,32,1229,0,1,96,102,59,62,2,2
Daniel Carvajal,M,1992-01-11,31,173,FALSE,Real Madrid,1902-03-06,Defender,28,14,14,24,0,1,198,6,6,138,60,78,35,270,14,0,24,3,1,13,11,2,1,0,110,46,64,1,0,0,0,20,0,0,0,1,0,0,0,1,0,1,74,0,0,0,6,2,0,8,7,0,9,10,17,43,837,15,28,38,3,1549,17,32,19,11,1007,0,8,43,1414,0,8,21,113,45,106,1,1
Daniel Cárdenas,M,1997-03-28,25,186,FALSE,Levante UD,1909-09-07,Goalkeeper,3,1,2,24,0,0,0,5,0,10,4,6,0,408,0,0,24,0,0,46,39,7,0,0,7,3,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,126,0,74,0,0,0,0,0,0,0,0,0,0,127,283,0,1,38,0,2160,0,25,0,3,637,0,0,1,842,0,0,219,171,56,8,0,3
Daniel Parejo,M,1989-04-16,33,182,FALSE,Villarreal CF,1923-03-10,Midfielder,35,18,17,33,3,0,258,7,6,236,96,140,70,658,9,0,33,10,2,32,29,3,2,0,201,78,123,1,0,0,2,29,1,0,0,0,0,0,1,3,0,1,569,0,0,0,5,6,0,9,1,37,52,25,39,139,1605,14,29,38,11,2708,31,15,16,56,1990,0,11,43,2473,62,8,60,277,60,186,1,3
Daniel Rebollo,M,1999-12-10,23,185,FALSE,Real Betis,1907-09-12,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Wass,M,1989-05-31,33,181,TRUE,Atletico de Madrid,1903-04-26,Midfielder,2,2,0,1,0,0,0,0,0,5,3,2,6,6,0,0,1,0,0,1,1,0,0,0,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,13,0,0,38,0,45,0,3,1,1,17,0,0,0,33,0,0,2,3,3,2,0,1
Darko Brasanac,M,1992-02-12,30,178,TRUE,CA Osasuna,1920-11-17,Midfielder,95,62,33,35,0,0,202,4,16,280,173,107,75,236,24,0,35,2,1,34,31,3,1,0,185,111,74,2,0,0,1,25,1,9,0,0,0,0,0,3,0,0,202,0,0,0,4,5,0,14,8,0,5,15,39,8,659,13,22,38,1,2412,38,15,52,24,873,0,9,35,1202,0,12,24,187,41,182,0,9
Darwin Machís,M,1993-02-07,29,170,FALSE,Granada CF,1931-01-01,Forward,30,18,12,25,1,2,71,1,15,199,100,99,35,95,9,0,25,2,4,22,19,3,1,3,169,82,87,0,0,0,2,15,1,6,0,0,0,0,0,2,0,3,160,0,0,0,9,17,0,13,9,3,15,34,17,18,234,10,13,38,1,1381,48,13,20,30,353,0,26,23,738,4,26,26,129,23,75,0,2
Darío Ramos,M,1999-10-19,23,191,FALSE,CA Osasuna,1920-11-17,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Alaba,M,1992-06-24,30,180,FALSE,Real Madrid,1902-03-06,Defender,36,22,14,30,7,2,130,11,10,104,57,47,33,619,9,0,30,3,2,26,23,3,2,0,68,35,33,0,0,0,0,22,2,2,0,0,0,0,0,2,0,0,599,0,0,0,7,7,0,3,0,0,6,4,20,54,1695,10,13,38,4,2644,9,67,16,6,1888,0,14,23,2212,3,6,56,129,44,83,0,2
David García,M,1994-02-14,28,185,FALSE,CA Osasuna,1920-11-17,Defender,180,44,136,35,0,3,71,12,4,293,107,186,56,623,25,0,35,0,4,45,41,4,4,0,113,63,50,2,4,0,1,52,0,0,0,1,0,0,0,4,0,0,404,0,0,0,22,4,0,1,0,0,0,3,30,122,1047,14,14,38,0,3105,4,166,53,21,1461,0,26,28,1860,0,1,123,192,100,169,3,8
David Gil,M,1994-01-11,29,186,FALSE,Cadiz CF,1910-09-10,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David López,M,1989-10-09,33,183,FALSE,RCD Espanyol de Barcelona,1900-10-23,Midfielder,38,17,21,18,0,0,52,1,0,82,35,47,21,168,4,0,18,0,0,7,6,1,0,0,44,18,26,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,82,0,0,0,1,4,0,7,10,0,0,2,10,15,338,5,13,38,1,743,2,25,9,6,426,0,5,18,528,0,0,21,43,30,52,0,1
David Silva,M,1986-01-08,37,173,FALSE,Real Sociedad,1909-09-07,Midfielder,27,12,15,25,0,2,193,3,7,187,90,97,48,274,17,2,25,4,2,11,9,2,2,0,160,78,82,4,1,1,0,7,1,3,0,1,0,0,0,2,0,0,261,0,0,0,10,6,1,16,3,7,14,29,29,27,868,11,17,38,3,1731,43,12,23,25,1016,1,16,28,1303,4,15,11,104,33,110,1,4
David Soria,M,1993-04-04,29,192,FALSE,Getafe CF,1983-03-30,Goalkeeper,16,0,16,38,0,0,0,13,0,20,2,18,1,917,1,0,38,0,0,41,40,1,0,0,4,2,2,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,46,1,94,0,0,0,0,1,0,0,0,0,1,397,153,1,0,38,0,3415,0,47,1,3,1079,0,0,1,1367,0,0,524,434,95,5,0,4
Denis Cheryshev,M,1990-12-26,32,179,TRUE,Valencia CF,1919-03-18,Forward,18,13,5,17,0,0,33,0,4,76,44,32,13,47,9,1,17,1,0,9,7,2,0,0,58,31,27,1,0,0,0,9,0,4,0,0,0,0,0,0,0,0,45,0,0,0,2,5,0,5,12,1,3,6,7,2,97,9,5,38,1,555,8,9,15,7,141,0,7,14,274,1,5,6,52,14,36,0,1
Denis Suárez,M,1994-01-06,29,176,TRUE,RC Celta,1923-08-23,Midfielder,37,23,14,38,1,0,359,3,13,337,182,155,73,625,27,0,38,6,4,38,34,4,4,0,300,159,141,0,0,0,4,16,2,1,0,1,0,0,0,4,0,2,462,0,0,0,4,8,0,20,5,23,32,42,34,91,1504,32,29,38,19,2835,57,9,47,39,1907,0,12,61,2462,51,40,48,357,52,264,2,4
Diego Conde,M,1998-10-28,24,188,FALSE,Getafe CF,1983-03-30,Goalkeeper,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0,5,0,0,0,0,6,0,0,0,7,0,0,6,6,0,0,0,0
Diego González,M,1995-01-28,28,185,FALSE,Elche CF,1923-03-01,Defender,55,28,27,28,0,0,51,4,4,115,59,56,42,252,8,0,28,0,0,26,24,2,0,0,60,31,29,0,0,0,0,19,0,0,0,1,0,0,0,4,0,0,234,0,0,0,1,1,1,2,9,0,0,1,21,48,546,9,16,38,0,1788,0,87,25,3,718,1,2,25,914,0,0,69,73,51,55,0,3
Diego Lainez,M,2000-06-09,22,168,TRUE,Real Betis,1907-09-12,Midfielder,2,2,0,7,0,0,19,0,1,27,19,8,6,15,3,0,7,0,0,2,2,0,0,0,25,17,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,1,6,0,0,6,2,1,42,0,1,38,0,135,11,0,4,1,54,0,1,1,89,0,3,1,11,2,10,0,0
Diego López,M,1981-11-03,41,196,TRUE,RCD Espanyol de Barcelona,1900-10-23,Goalkeeper,13,0,13,36,0,0,0,9,0,18,2,16,0,511,0,0,36,0,0,49,48,1,0,0,5,2,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,207,0,115,0,0,0,0,2,0,0,0,0,0,190,462,0,0,38,0,3178,0,39,0,6,950,0,0,0,1366,0,0,290,239,59,8,0,4
Diego Rico,M,1993-02-23,29,183,FALSE,Real Sociedad,1909-09-07,Defender,40,14,26,21,0,0,126,7,8,172,76,96,32,409,7,0,21,0,0,13,12,1,0,0,132,62,70,0,0,0,0,30,0,4,0,1,0,0,0,2,0,0,306,0,0,0,6,1,0,5,2,0,15,12,19,19,630,21,20,38,0,1646,24,39,16,17,858,0,7,41,1417,1,17,64,185,66,145,0,4
Dimitri Foulquier,M,1993-03-23,29,183,FALSE,Valencia CF,1919-03-18,Defender,43,23,20,29,0,0,75,9,7,215,96,119,50,375,19,1,29,1,0,36,30,6,0,0,172,73,99,1,0,0,0,29,0,1,0,1,0,0,0,3,0,0,63,0,0,0,9,5,0,2,4,0,9,23,27,38,456,19,17,38,0,2339,23,42,39,40,730,0,14,36,1324,0,10,108,222,65,128,0,11
Djené Dakonam,M,1991-12-31,31,187,TRUE,Getafe CF,1983-03-30,Defender,85,32,53,35,0,0,122,13,3,248,98,150,71,640,29,0,35,1,0,37,37,0,0,0,163,66,97,0,0,0,0,59,0,1,0,2,0,0,0,2,0,0,178,0,0,0,1,1,1,1,0,0,4,18,46,104,919,18,26,38,1,3117,9,105,47,36,1320,1,2,44,1728,0,0,162,215,100,135,0,11
Domingos de Sousa Coutinho Meneses Duarte,M,1995-03-10,27,192,FALSE,Granada CF,1931-01-01,Defender,64,24,40,21,0,1,62,4,0,127,53,74,24,341,9,0,21,0,1,31,30,1,1,0,63,29,34,1,1,0,0,22,0,0,0,3,0,0,0,4,0,0,138,0,0,0,3,1,1,2,2,0,0,2,14,72,493,4,14,38,0,1689,2,79,24,15,731,1,4,18,932,0,1,79,118,49,87,0,7
Dominik Greif,M,1997-04-06,25,197,FALSE,RCD Mallorca,1916-03-06,Goalkeeper,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,10,0,0,38,0,90,0,0,0,0,25,0,0,0,34,0,0,11,8,3,0,0,0
Dídac Vilá,M,1989-06-09,33,185,FALSE,RCD Espanyol de Barcelona,1900-10-23,Defender,6,3,3,9,0,0,21,0,0,27,15,12,7,27,3,0,9,0,0,4,4,0,0,0,21,12,9,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,8,0,0,1,5,1,55,2,5,38,0,197,0,8,7,1,70,0,0,7,118,0,0,5,13,3,9,0,3
Eden Hazard,M,1991-01-07,32,175,FALSE,Real Madrid,1902-03-06,Forward,7,6,1,18,0,0,98,1,4,98,36,62,29,70,5,0,18,1,0,10,10,0,0,0,91,30,61,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,115,0,0,0,2,7,0,6,11,0,2,25,16,6,344,3,3,38,1,713,17,0,9,30,385,0,9,6,543,0,6,1,43,2,34,0,2
Éder Gabriel Militão,M,1998-01-18,25,186,FALSE,Real Madrid,1902-03-06,Defender,124,41,83,34,0,0,98,13,4,291,108,183,67,605,24,1,34,2,1,30,28,2,1,0,167,67,100,2,1,1,1,52,0,1,0,0,0,0,0,3,0,0,498,0,0,0,18,8,0,2,0,0,1,11,41,129,1650,18,32,38,5,3033,16,105,38,39,1993,0,26,50,2452,0,9,99,136,88,115,0,5
Edgar Badia,M,1992-02-12,30,180,FALSE,Elche CF,1923-03-01,Goalkeeper,12,3,9,24,0,0,0,5,0,12,3,9,2,492,0,0,24,0,0,35,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,115,1,79,0,0,0,0,0,0,0,0,0,1,205,256,0,0,38,0,2160,0,31,0,1,722,0,0,0,963,0,0,255,191,70,6,0,2
Edgar González,M,1997-04-01,25,193,FALSE,Real Betis,1907-09-12,Midfielder,67,35,32,21,0,1,50,4,1,131,62,69,30,337,9,0,21,1,1,21,19,2,1,0,64,27,37,1,0,0,0,23,0,0,0,0,0,0,0,1,0,1,282,0,0,0,4,1,0,0,7,0,0,4,17,40,754,6,19,38,1,1457,1,81,21,8,902,0,5,25,1097,0,0,37,60,49,71,0,6
Edgar Méndez,M,1990-01-02,33,187,FALSE,Deportivo Alaves,1921-01-23,Forward,72,37,35,32,0,1,77,0,6,244,140,104,57,113,32,0,32,1,1,35,31,4,1,0,172,103,69,2,0,0,0,4,0,15,0,0,0,0,0,2,0,1,50,0,0,0,13,8,0,14,15,0,14,14,27,19,214,11,14,38,1,1614,32,16,50,31,373,0,21,25,701,0,12,24,150,35,116,0,6
Eduardo Camavinga,M,2002-11-10,20,182,FALSE,Real Madrid,1902-03-06,Midfielder,42,14,28,26,0,0,134,2,2,217,86,131,29,206,26,0,26,1,2,13,11,2,1,1,175,72,103,0,0,0,2,17,2,1,0,0,0,0,0,2,0,0,218,0,0,0,5,5,0,7,13,0,1,22,17,52,706,17,35,38,6,1229,20,12,35,29,842,0,10,52,1091,0,10,12,68,18,72,0,9
Enes Ünal,M,1997-05-10,25,187,TRUE,Getafe CF,1983-03-30,Forward,312,166,146,37,7,6,141,7,19,622,347,275,107,209,28,0,37,1,16,35,34,1,14,2,310,181,129,9,4,2,10,5,1,14,0,0,0,0,2,2,0,11,147,0,0,0,34,28,0,19,4,0,3,25,54,9,380,15,22,38,4,2809,78,36,77,71,633,0,62,37,1233,1,23,6,230,25,238,3,8
Enis Bardhi,M,1995-07-02,27,172,TRUE,Levante UD,1909-09-07,Midfielder,14,8,6,30,9,0,133,0,14,248,131,117,45,218,22,0,30,3,3,44,39,5,3,0,234,123,111,1,0,2,3,10,1,4,0,1,0,0,2,3,0,2,151,0,0,0,15,10,0,11,13,16,22,38,15,36,456,17,12,38,9,1700,68,5,33,44,640,0,25,29,1101,22,36,34,182,31,114,0,3
